MSA GEOID,Core Based Statistical Area,Pollutant,Trend Statistic,Number of Trend Sites,Pollutant 1990,Pollutant 1991,Pollutant 1992,Pollutant 1993,Pollutant 1994,Pollutant 1995,Pollutant 1996,Pollutant 1997,Pollutant 1998,Pollutant 1999,Pollutant 2000,Pollutant 2001,Pollutant 2002,Pollutant 2003,Pollutant 2004,Pollutant 2005,Pollutant 2006,Pollutant 2007,Pollutant 2008,Pollutant 2009,Pollutant 2010,Pollutant 2011,Pollutant 2012,Pollutant 2013,Pollutant 2014,Pollutant 2015,Pollutant 2016,MSA,Population 1990,Population 1991,Population 1992,Population 1993,Population 1994,Population 1995,Population 1996,Population 1997,Population 1998,Population 1999,Population 2000,Population 2001,Population 2002,Population 2003,Population 2004,Population 2005,Population 2006,Population 2007,Population 2008,Population 2009,Population 2010,Density 1990,Density 1991,Density 1992,Density 1993,Density 1994,Density 1995,Density 1996,Density 1997,Density 1998,Density 1999,Density 2000,Density 2001,Density 2002,Density 2003,Density 2004,Density 2005,Density 2006,Density 2007,Density 2008,Density 2009,Density 2010
32900,"Merced, CA",NO2,Annual Mean,1,15,15,15,14,13,12,12,13,12,13,12,12,12,12,11,11,10,9,9,8,7,7,7,8,8,7,7,"Merced, CA MSA",178403,181618.1,184833.2,188048.3,191263.4,194478.5,197693.6,200908.7,204123.8,207338.9,210554,215077.9,219601.8,224125.7,228649.6,233173.5,237697.4,242221.3,246745.2,251269.1,255793,92.5,94.17,95.84,97.51,99.18,100.85,102.52,104.19,105.86,107.53,109.2,111.5,113.8,116.1,118.4,120.7,123,125.3,127.6,129.9,132.2
32900,"Merced, CA",O3,4th Max,1,0.102,0.102,0.102,0.096,0.097,0.107,0.102,0.074,0.112,0.105,0.103,0.096,0.105,0.107,0.096,0.083,0.087,0.087,0.105,0.08,0.09,0.082,0.079,0.083,0.082,0.083,0.082,"Merced, CA MSA",178403,181618.1,184833.2,188048.3,191263.4,194478.5,197693.6,200908.7,204123.8,207338.9,210554,215077.9,219601.8,224125.7,228649.6,233173.5,237697.4,242221.3,246745.2,251269.1,255793,92.5,94.17,95.84,97.51,99.18,100.85,102.52,104.19,105.86,107.53,109.2,111.5,113.8,116.1,118.4,120.7,123,125.3,127.6,129.9,132.2
32900,"Merced, CA",PM25,Weighted Annual Mean,1,,,,,,,,,,,16.7,14.5,18.7,15.7,15.2,14.1,14.8,15.2,14.4,13.6,11.2,10.4,9.5,13.5,11.2,12.6,11.2,"Merced, CA MSA",178403,181618.1,184833.2,188048.3,191263.4,194478.5,197693.6,200908.7,204123.8,207338.9,210554,215077.9,219601.8,224125.7,228649.6,233173.5,237697.4,242221.3,246745.2,251269.1,255793,92.5,94.17,95.84,97.51,99.18,100.85,102.52,104.19,105.86,107.53,109.2,111.5,113.8,116.1,118.4,120.7,123,125.3,127.6,129.9,132.2
32900,"Merced, CA",PM25,98th Percentile,1,,,,,,,,,,,68,49,58,45,47,49,53,53,51,50,39,39,42,67,46,39,35,"Merced, CA MSA",178403,181618.1,184833.2,188048.3,191263.4,194478.5,197693.6,200908.7,204123.8,207338.9,210554,215077.9,219601.8,224125.7,228649.6,233173.5,237697.4,242221.3,246745.2,251269.1,255793,92.5,94.17,95.84,97.51,99.18,100.85,102.52,104.19,105.86,107.53,109.2,111.5,113.8,116.1,118.4,120.7,123,125.3,127.6,129.9,132.2
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",CO,2nd Max,3,4.7,5.2,5.3,4.4,4.2,4.8,3.5,3.5,2.8,3.9,3.1,3.5,3.2,2.8,3.7,2.5,2.1,1.7,1.9,1.8,1.3,1.2,1.5,1,1.6,1.1,1.1,"Miami--Fort Lauderdale, FL CMSA",3192582,3260961.8,3329341.6,3397721.4,3466101.2,3534481,3602860.8,3671240.6,3739620.4,3808000.2,3876380,4045205.5,4214031,4382856.5,4551682,4720507.5,4889333,5058158.5,5226984,5395809.5,5564635,996.1,1019.49,1042.88,1066.27,1089.66,1113.05,1136.44,1159.83,1183.22,1206.61,1230,1216.6,1203.2,1189.8,1176.4,1163,1149.6,1136.2,1122.8,1109.4,1096
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",NO2,Annual Mean,3,10,10,10,11,10,11,10,11,10,11,11,10,9,9,9,9,9,7,6,6,7,6,5,5,7,5,5,"Miami--Fort Lauderdale, FL CMSA",3192582,3260961.8,3329341.6,3397721.4,3466101.2,3534481,3602860.8,3671240.6,3739620.4,3808000.2,3876380,4045205.5,4214031,4382856.5,4551682,4720507.5,4889333,5058158.5,5226984,5395809.5,5564635,996.1,1019.49,1042.88,1066.27,1089.66,1113.05,1136.44,1159.83,1183.22,1206.61,1230,1216.6,1203.2,1189.8,1176.4,1163,1149.6,1136.2,1122.8,1109.4,1096
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",NO2,98th Percentile,3,57,55,61,59,49,53,56,54,57,62,63,56,48,51,55,54,52,47,43,40,46,41,42,43,46,39,40,"Miami--Fort Lauderdale, FL CMSA",3192582,3260961.8,3329341.6,3397721.4,3466101.2,3534481,3602860.8,3671240.6,3739620.4,3808000.2,3876380,4045205.5,4214031,4382856.5,4551682,4720507.5,4889333,5058158.5,5226984,5395809.5,5564635,996.1,1019.49,1042.88,1066.27,1089.66,1113.05,1136.44,1159.83,1183.22,1206.61,1230,1216.6,1203.2,1189.8,1176.4,1163,1149.6,1136.2,1122.8,1109.4,1096
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",O3,4th Max,4,0.068,0.065,0.078,0.08,0.073,0.072,0.069,0.073,0.08,0.075,0.075,0.071,0.064,0.065,0.062,0.065,0.075,0.067,0.068,0.062,0.064,0.06,0.062,0.061,0.062,0.061,0.061,"Miami--Fort Lauderdale, FL CMSA",3192582,3260961.8,3329341.6,3397721.4,3466101.2,3534481,3602860.8,3671240.6,3739620.4,3808000.2,3876380,4045205.5,4214031,4382856.5,4551682,4720507.5,4889333,5058158.5,5226984,5395809.5,5564635,996.1,1019.49,1042.88,1066.27,1089.66,1113.05,1136.44,1159.83,1183.22,1206.61,1230,1216.6,1203.2,1189.8,1176.4,1163,1149.6,1136.2,1122.8,1109.4,1096
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",PM10,2nd Max,2,40.5,46.5,39.5,75,58.5,33.5,54,34,62.5,32.5,40,43,37.5,41.5,39.5,45.5,36,48,46,54.5,35,31,55.5,50.5,28.5,30,31.5,"Miami--Fort Lauderdale, FL CMSA",3192582,3260961.8,3329341.6,3397721.4,3466101.2,3534481,3602860.8,3671240.6,3739620.4,3808000.2,3876380,4045205.5,4214031,4382856.5,4551682,4720507.5,4889333,5058158.5,5226984,5395809.5,5564635,996.1,1019.49,1042.88,1066.27,1089.66,1113.05,1136.44,1159.83,1183.22,1206.61,1230,1216.6,1203.2,1189.8,1176.4,1163,1149.6,1136.2,1122.8,1109.4,1096
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",PM25,Weighted Annual Mean,5,,,,,,,,,,,9.2,8.3,7.7,8,8.4,8.4,8.4,7.8,7,6.5,6.8,6.9,6.6,5.8,6.1,5.8,6.5,"Miami--Fort Lauderdale, FL CMSA",3192582,3260961.8,3329341.6,3397721.4,3466101.2,3534481,3602860.8,3671240.6,3739620.4,3808000.2,3876380,4045205.5,4214031,4382856.5,4551682,4720507.5,4889333,5058158.5,5226984,5395809.5,5564635,996.1,1019.49,1042.88,1066.27,1089.66,1113.05,1136.44,1159.83,1183.22,1206.61,1230,1216.6,1203.2,1189.8,1176.4,1163,1149.6,1136.2,1122.8,1109.4,1096
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",PM25,98th Percentile,5,,,,,,,,,,,22,19,18,17,21,18,19,23,17,15,13,15,15,14,14,14,15,"Miami--Fort Lauderdale, FL CMSA",3192582,3260961.8,3329341.6,3397721.4,3466101.2,3534481,3602860.8,3671240.6,3739620.4,3808000.2,3876380,4045205.5,4214031,4382856.5,4551682,4720507.5,4889333,5058158.5,5226984,5395809.5,5564635,996.1,1019.49,1042.88,1066.27,1089.66,1113.05,1136.44,1159.83,1183.22,1206.61,1230,1216.6,1203.2,1189.8,1176.4,1163,1149.6,1136.2,1122.8,1109.4,1096
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",SO2,99th Percentile,1,14,14,10,12,10,12,13,12,10,11,6,10,6,5,4,2,1,3,1,3,1,1,1,1,1,1,0,"Miami--Fort Lauderdale, FL CMSA",3192582,3260961.8,3329341.6,3397721.4,3466101.2,3534481,3602860.8,3671240.6,3739620.4,3808000.2,3876380,4045205.5,4214031,4382856.5,4551682,4720507.5,4889333,5058158.5,5226984,5395809.5,5564635,996.1,1019.49,1042.88,1066.27,1089.66,1113.05,1136.44,1159.83,1183.22,1206.61,1230,1216.6,1203.2,1189.8,1176.4,1163,1149.6,1136.2,1122.8,1109.4,1096
33140,"Michigan City-La Porte, IN",O3,4th Max,1,0.08,0.098,0.093,0.08,0.092,0.114,0.102,0.096,0.093,0.086,0.08,0.09,0.107,0.082,0.07,0.084,0.075,0.073,0.059,0.066,0.07,0.08,0.1,0.069,0.07,0.067,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33140,"Michigan City-La Porte, IN",PM25,Weighted Annual Mean,1,,,,,,,,,,,13.4,14.2,13.2,12.8,12.1,13.6,11.1,12.4,11.2,10.1,10.7,9.8,9.7,9.3,10,9.1,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33140,"Michigan City-La Porte, IN",PM25,98th Percentile,1,,,,,,,,,,,29,34,31,32,32,38,28,32,28,24,29,21,26,19,24,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33140,"Michigan City-La Porte, IN",SO2,99th Percentile,1,55,63,45,87,58,49,51,56,44,35,32,37,33,31,31,29,27,26,29,23,30,19,21,18,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33180,"Middlesborough, KY",O3,4th Max,1,0.073,0.073,0.073,0.072,0.072,0.078,0.078,0.073,0.087,0.081,0.09,0.077,0.091,0.078,0.069,0.077,0.066,0.071,0.07,0.06,0.068,0.062,0.066,0.058,0.062,0.059,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33180,"Middlesborough, KY",PM25,Weighted Annual Mean,1,,,,,,,,,,,15.9,15.9,14.3,14.2,13.4,13.6,13.7,16.5,12.5,10.4,12.9,10.6,10.3,9.1,9,8.7,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33180,"Middlesborough, KY",PM25,98th Percentile,1,,,,,,,,,,,37,37,26,33,30,28,26,41,24,23,28,26,20,17,17,19,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33340,"Milwaukee-Waukesha-West Allis, WI",O3,4th Max,2,0.095,0.104,0.08,0.08,0.091,0.106,0.089,0.084,0.093,0.093,0.082,0.094,0.096,0.092,0.073,0.092,0.072,0.083,0.067,0.07,0.079,0.074,0.092,0.069,0.072,0.069,0.074,"Milwaukee--Waukesha, WI PMSA",1432149,1439008.2,1445867.4,1452726.6,1459585.8,1466445,1473304.2,1480163.4,1487022.6,1493881.8,1500741,1506257.7,1511774.4,1517291.1,1522807.8,1528324.5,1533841.2,1539357.9,1544874.6,1550391.3,1555908,980.9,985.61,990.32,995.03,999.74,1004.45,1009.16,1013.87,1018.58,1023.29,1028,1032.15,1036.3,1040.45,1044.6,1048.75,1052.9,1057.05,1061.2,1065.35,1069.5
33340,"Milwaukee-Waukesha-West Allis, WI",PM10,2nd Max,1,79,56,46,59,56,72,42,45,52,56,45,49,47,59,58,60,54,63,38,39,50,50,47,32,41,28,31,"Milwaukee--Waukesha, WI PMSA",1432149,1439008.2,1445867.4,1452726.6,1459585.8,1466445,1473304.2,1480163.4,1487022.6,1493881.8,1500741,1506257.7,1511774.4,1517291.1,1522807.8,1528324.5,1533841.2,1539357.9,1544874.6,1550391.3,1555908,980.9,985.61,990.32,995.03,999.74,1004.45,1009.16,1013.87,1018.58,1023.29,1028,1032.15,1036.3,1040.45,1044.6,1048.75,1052.9,1057.05,1061.2,1065.35,1069.5
33340,"Milwaukee-Waukesha-West Allis, WI",PM25,Weighted Annual Mean,4,,,,,,,,,,,13.3,13.9,12.8,12.3,11.9,14.3,13.5,14.6,13,11.7,11,10.8,10.2,9.5,9.8,9,8,"Milwaukee--Waukesha, WI PMSA",1432149,1439008.2,1445867.4,1452726.6,1459585.8,1466445,1473304.2,1480163.4,1487022.6,1493881.8,1500741,1506257.7,1511774.4,1517291.1,1522807.8,1528324.5,1533841.2,1539357.9,1544874.6,1550391.3,1555908,980.9,985.61,990.32,995.03,999.74,1004.45,1009.16,1013.87,1018.58,1023.29,1028,1032.15,1036.3,1040.45,1044.6,1048.75,1052.9,1057.05,1061.2,1065.35,1069.5
33340,"Milwaukee-Waukesha-West Allis, WI",PM25,98th Percentile,4,,,,,,,,,,,32,39,35,31,36,40,37,39,28,38,34,27,27,22,24,24,19,"Milwaukee--Waukesha, WI PMSA",1432149,1439008.2,1445867.4,1452726.6,1459585.8,1466445,1473304.2,1480163.4,1487022.6,1493881.8,1500741,1506257.7,1511774.4,1517291.1,1522807.8,1528324.5,1533841.2,1539357.9,1544874.6,1550391.3,1555908,980.9,985.61,990.32,995.03,999.74,1004.45,1009.16,1013.87,1018.58,1023.29,1028,1032.15,1036.3,1040.45,1044.6,1048.75,1052.9,1057.05,1061.2,1065.35,1069.5
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",CO,2nd Max,2,6.9,7.7,6.1,5.3,6.7,5.3,4.1,4.3,5.5,4.1,3.9,4,3.5,3.3,2.5,2.4,2.5,1.6,1.6,2,2,1.4,1.3,0.9,1.3,1.3,1.4,"Minneapolis--St. Paul, MN--WI MSA",2464124,2514592.2,2565060.4,2615528.6,2665996.8,2716465,2766933.2,2817401.4,2867869.6,2918337.8,2968806,2999908.7,3031011.4,3062114.1,3093216.8,3124319.5,3155422.2,3186524.9,3217627.6,3248730.3,3279833,487.8,487.99,488.18,488.37,488.56,488.75,488.94,489.13,489.32,489.51,489.7,495.15,500.6,506.05,511.5,516.95,522.4,527.85,533.3,538.75,544.2
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",O3,4th Max,2,0.068,0.071,0.075,0.058,0.071,0.084,0.071,0.075,0.071,0.074,0.065,0.075,0.074,0.071,0.063,0.074,0.069,0.071,0.058,0.062,0.066,0.064,0.073,0.066,0.063,0.061,0.061,"Minneapolis--St. Paul, MN--WI MSA",2464124,2514592.2,2565060.4,2615528.6,2665996.8,2716465,2766933.2,2817401.4,2867869.6,2918337.8,2968806,2999908.7,3031011.4,3062114.1,3093216.8,3124319.5,3155422.2,3186524.9,3217627.6,3248730.3,3279833,487.8,487.99,488.18,488.37,488.56,488.75,488.94,489.13,489.32,489.51,489.7,495.15,500.6,506.05,511.5,516.95,522.4,527.85,533.3,538.75,544.2
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",PM25,Weighted Annual Mean,6,,,,,,,,,,,11.8,11.4,10.3,9.9,8.9,10.4,9,10,10,9.9,9.3,8.9,9,8.4,8.1,7,6.7,"Minneapolis--St. Paul, MN--WI MSA",2464124,2514592.2,2565060.4,2615528.6,2665996.8,2716465,2766933.2,2817401.4,2867869.6,2918337.8,2968806,2999908.7,3031011.4,3062114.1,3093216.8,3124319.5,3155422.2,3186524.9,3217627.6,3248730.3,3279833,487.8,487.99,488.18,488.37,488.56,488.75,488.94,489.13,489.32,489.51,489.7,495.15,500.6,506.05,511.5,516.95,522.4,527.85,533.3,538.75,544.2
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",PM25,98th Percentile,6,,,,,,,,,,,36,31,26,24,28,29,22,25,27,37,31,23,23,21,22,17,19,"Minneapolis--St. Paul, MN--WI MSA",2464124,2514592.2,2565060.4,2615528.6,2665996.8,2716465,2766933.2,2817401.4,2867869.6,2918337.8,2968806,2999908.7,3031011.4,3062114.1,3093216.8,3124319.5,3155422.2,3186524.9,3217627.6,3248730.3,3279833,487.8,487.99,488.18,488.37,488.56,488.75,488.94,489.13,489.32,489.51,489.7,495.15,500.6,506.05,511.5,516.95,522.4,527.85,533.3,538.75,544.2
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",SO2,99th Percentile,2,102,143,129,85,69,65,76,45,36,28,28,21,14,14,15,19,18,16,17,11,15,9,8,10,8,6,4,"Minneapolis--St. Paul, MN--WI MSA",2464124,2514592.2,2565060.4,2615528.6,2665996.8,2716465,2766933.2,2817401.4,2867869.6,2918337.8,2968806,2999908.7,3031011.4,3062114.1,3093216.8,3124319.5,3155422.2,3186524.9,3217627.6,3248730.3,3279833,487.8,487.99,488.18,488.37,488.56,488.75,488.94,489.13,489.32,489.51,489.7,495.15,500.6,506.05,511.5,516.95,522.4,527.85,533.3,538.75,544.2
33660,"Mobile, AL",O3,4th Max,1,0.087,0.061,0.076,0.074,0.072,0.079,0.081,0.081,0.098,0.085,0.089,0.076,0.075,0.08,0.074,0.073,0.085,0.077,0.076,0.067,0.074,0.07,0.069,0.06,0.068,0.06,0.062,"Mobile, AL MSA",476923,483256.5,489590,495923.5,502257,508590.5,514924,521257.5,527591,533924.5,540258,527531.4,514804.8,502078.2,489351.6,476625,463898.4,451171.8,438445.2,425718.6,412992,168.5,170.74,172.98,175.22,177.46,179.7,181.94,184.18,186.42,188.66,190.9,205.4,219.9,234.4,248.9,263.4,277.9,292.4,306.9,321.4,335.9
33700,"Modesto, CA",CO,2nd Max,1,4.1,4.1,4.1,2.7,3.9,3,3,3.2,3.2,3.4,2.9,3.1,2.7,2,1.8,1.8,2,1.7,1.4,1.4,1.5,1.4,1.4,1.5,1.1,0.9,0.9,"Modesto, CA MSA",370522,378169.5,385817,393464.5,401112,408759.5,416407,424054.5,431702,439349.5,446997,453742.6,460488.2,467233.8,473979.4,480725,487470.6,494216.2,500961.8,507707.4,514453,247.9,253.03,258.16,263.29,268.42,273.55,278.68,283.81,288.94,294.07,299.2,303.7,308.2,312.7,317.2,321.7,326.2,330.7,335.2,339.7,344.2
33700,"Modesto, CA",NO2,Annual Mean,1,21,21,21,17,18,17,17,18,18,19,16,17,17,15,14,13,13,12,12,11,10,11,11,11,10,9,9,"Modesto, CA MSA",370522,378169.5,385817,393464.5,401112,408759.5,416407,424054.5,431702,439349.5,446997,453742.6,460488.2,467233.8,473979.4,480725,487470.6,494216.2,500961.8,507707.4,514453,247.9,253.03,258.16,263.29,268.42,273.55,278.68,283.81,288.94,294.07,299.2,303.7,308.2,312.7,317.2,321.7,326.2,330.7,335.2,339.7,344.2
33700,"Modesto, CA",O3,4th Max,2,0.096,0.091,0.089,0.093,0.09,0.099,0.096,0.086,0.103,0.089,0.089,0.093,0.095,0.088,0.084,0.084,0.091,0.076,0.098,0.083,0.08,0.081,0.085,0.078,0.081,0.084,0.083,"Modesto, CA MSA",370522,378169.5,385817,393464.5,401112,408759.5,416407,424054.5,431702,439349.5,446997,453742.6,460488.2,467233.8,473979.4,480725,487470.6,494216.2,500961.8,507707.4,514453,247.9,253.03,258.16,263.29,268.42,273.55,278.68,283.81,288.94,294.07,299.2,303.7,308.2,312.7,317.2,321.7,326.2,330.7,335.2,339.7,344.2
33700,"Modesto, CA",PM25,Weighted Annual Mean,1,,,,,,,,,,,18.7,15.6,18.7,14.5,13.6,13.9,14.8,15,16,13,12.1,14.7,11.9,14.3,11.4,9.1,11.1,"Modesto, CA MSA",370522,378169.5,385817,393464.5,401112,408759.5,416407,424054.5,431702,439349.5,446997,453742.6,460488.2,467233.8,473979.4,480725,487470.6,494216.2,500961.8,507707.4,514453,247.9,253.03,258.16,263.29,268.42,273.55,278.68,283.81,288.94,294.07,299.2,303.7,308.2,312.7,317.2,321.7,326.2,330.7,335.2,339.7,344.2
33700,"Modesto, CA",PM25,98th Percentile,1,,,,,,,,,,,71,69,69,47,45,55,52,57,54,55,37,55,41,56,50,31,36,"Modesto, CA MSA",370522,378169.5,385817,393464.5,401112,408759.5,416407,424054.5,431702,439349.5,446997,453742.6,460488.2,467233.8,473979.4,480725,487470.6,494216.2,500961.8,507707.4,514453,247.9,253.03,258.16,263.29,268.42,273.55,278.68,283.81,288.94,294.07,299.2,303.7,308.2,312.7,317.2,321.7,326.2,330.7,335.2,339.7,344.2
33740,"Monroe, LA",PM25,Weighted Annual Mean,1,,,,,,,,,,,13.3,11.9,10.8,11.7,10.4,13.2,12.2,11.2,9.3,8.6,9.5,9.4,9.2,8.1,7.7,7.9,8.5,"Monroe, LA MSA",142191,142696.9,143202.8,143708.7,144214.6,144720.5,145226.4,145732.3,146238.2,146744.1,147250,150169.1,153088.2,156007.3,158926.4,161845.5,164764.6,167683.7,170602.8,173521.9,176441,232.7,233.55,234.4,235.25,236.1,236.95,237.8,238.65,239.5,240.35,241.2,228.94,216.68,204.42,192.16,179.9,167.64,155.38,143.12,130.86,118.6
33740,"Monroe, LA",PM25,98th Percentile,1,,,,,,,,,,,27,27,33,26,22,34,33,26,20,17,19,21,20,21,16,18,20,"Monroe, LA MSA",142191,142696.9,143202.8,143708.7,144214.6,144720.5,145226.4,145732.3,146238.2,146744.1,147250,150169.1,153088.2,156007.3,158926.4,161845.5,164764.6,167683.7,170602.8,173521.9,176441,232.7,233.55,234.4,235.25,236.1,236.95,237.8,238.65,239.5,240.35,241.2,228.94,216.68,204.42,192.16,179.9,167.64,155.38,143.12,130.86,118.6
33860,"Montgomery, AL",O3,4th Max,1,0.078,0.066,0.076,0.085,0.078,0.087,0.076,0.07,0.091,0.077,0.084,0.077,0.08,0.071,0.072,0.069,0.072,0.074,0.068,0.061,0.073,0.068,0.065,0.061,0.06,0.061,0.061,"Montgomery, AL MSA",292517,296570.8,300624.6,304678.4,308732.2,312786,316839.8,320893.6,324947.4,329001.2,333055,337203.1,341351.2,345499.3,349647.4,353795.5,357943.6,362091.7,366239.8,370387.9,374536,145.7,147.72,149.74,151.76,153.78,155.8,157.82,159.84,161.86,163.88,165.9,163.11,160.32,157.53,154.74,151.95,149.16,146.37,143.58,140.79,138
34060,"Morgantown, WV",PM25,Weighted Annual Mean,1,,,,,,,,,,,15,14.9,15.2,14.6,13.8,15,13.5,14.8,12.5,10.8,11.3,10.6,8.9,8.9,8.6,8.2,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34060,"Morgantown, WV",PM25,98th Percentile,1,,,,,,,,,,,33,37,43,39,34,35,34,40,28,23,24,29,18,19,17,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34060,"Morgantown, WV",SO2,99th Percentile,1,171,246,222,198,174,148,165,158,209,200,186,197,282,176,182,140,181,193,130,182,24,22,16,14,15,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34540,"Mount Vernon, OH",O3,4th Max,1,0.085,0.09,0.085,0.096,0.087,0.089,0.096,0.088,0.091,0.094,0.09,0.087,0.095,0.083,0.073,0.081,0.075,0.08,0.074,0.068,0.073,0.079,0.074,0.067,0.066,0.071,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34620,"Muncie, IN",PM25,Weighted Annual Mean,1,,,,,,,,,,,16.2,14.5,14.5,14,12.3,16.4,11.9,13.3,11.7,11.1,12.8,11.1,9.9,9.8,10.3,9,7.7,"Muncie, IN MSA",119659,119570,119481,119392,119303,119214,119125,119036,118947,118858,118769,118659.2,118549.4,118439.6,118329.8,118220,118110.2,118000.4,117890.6,117780.8,117671,304.2,303.98,303.76,303.54,303.32,303.1,302.88,302.66,302.44,302.22,302,301.81,301.62,301.43,301.24,301.05,300.86,300.67,300.48,300.29,300.1
34620,"Muncie, IN",PM25,98th Percentile,1,,,,,,,,,,,35,36,30,37,27,37,27,33,26,21,32,27,22,20,32,18,17,"Muncie, IN MSA",119659,119570,119481,119392,119303,119214,119125,119036,118947,118858,118769,118659.2,118549.4,118439.6,118329.8,118220,118110.2,118000.4,117890.6,117780.8,117671,304.2,303.98,303.76,303.54,303.32,303.1,302.88,302.66,302.44,302.22,302,301.81,301.62,301.43,301.24,301.05,300.86,300.67,300.48,300.29,300.1
34700,"Muscatine, IA",PM25,Weighted Annual Mean,1,,,,,,,,,,,13.2,13.2,12.7,13.2,11.8,13.9,11.7,14.2,12.6,12.5,13.9,12,10.8,11,10.6,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34700,"Muscatine, IA",PM25,98th Percentile,1,,,,,,,,,,,40,40,28,38,38,37,28,44,34,35,41,29,27,28,33,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34740,"Muskegon, MI",O3,4th Max,1,0.111,0.111,0.086,0.083,0.09,0.117,0.097,0.085,0.092,0.103,0.078,0.095,0.096,0.094,0.07,0.09,0.09,0.086,0.072,0.074,0.076,0.079,0.091,0.073,0.075,0.074,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34780,"Muskogee, OK",SO2,99th Percentile,1,89,89,105,92,96,76,115,70,59,75,69,84,62,75,85,68,84,45,70,40,30,94,66,37,48,35,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34900,"Napa, CA",CO,2nd Max,1,5.8,5.3,5,4.2,4.3,3.3,3.8,3.9,3.5,3.3,2.5,2.6,2.3,1.9,2,2,2.2,2,1.7,1.4,1.2,1.5,1.5,1.5,1.4,1.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34900,"Napa, CA",NO2,Annual Mean,1,17,17,15,15,15,14,14,12,12,14,12,13,13,12,11,10,11,10,10,10,9,8,8,9,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34900,"Napa, CA",NO2,98th Percentile,1,60,70,50,60,54,48,45,50,42,58,41,47,45,46,41,42,41,41,42,35,34,40,37,40,41,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34900,"Napa, CA",O3,4th Max,1,0.061,0.068,0.058,0.072,0.066,0.081,0.067,0.052,0.069,0.078,0.061,0.06,0.068,0.067,0.065,0.053,0.064,0.054,0.067,0.064,0.067,0.064,0.058,0.055,0.062,0.066,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",NO2,Annual Mean,1,11,9,14,12,20,14,12,13,11,18,19,18,16,8,16,18,17,18,15,12,13,12,12,11,10,9,9,"Nashville, TN MSA",985026,1009654.5,1034283,1058911.5,1083540,1108168.5,1132797,1157425.5,1182054,1206682.5,1231311,1267173.3,1303035.6,1338897.9,1374760.2,1410622.5,1446484.8,1482347.1,1518209.4,1554071.7,1589934,241.8,247.85,253.9,259.95,266,272.05,278.1,284.15,290.2,296.25,302.3,300.02,297.74,295.46,293.18,290.9,288.62,286.34,284.06,281.78,279.5
